会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社エクスギア,https://www.exgear.jp,蓑浦智,東京都,品川区,3,500,2008,1,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社サニコン,http://www.sunicom.co.jp,関谷安弘,東京都,台東区,3,1000,1993,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
オーデック・テクノ株式会社,http://www.odec-techno.co.jp,大庭健児,東京都,品川区,3,1000,1990,10,未上場,BtoB,IT,システム開発,防犯機器,,,,,,,,,,,,,,,,,,,
株式会社シンプルシステムズ,http://www.smpl.co.jp,奥田和弘,東京都,墨田区,3,1000,1985,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ペテロの涙,http://petero.jp,大西明美,東京都,文京区,3,500,,,未上場,BtoC,IT,ブライダル,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社ファステクノロジー,http://www.phastec.com,-,東京都,台東区,3,1350,2003,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社フリーステーション,http://www.freestation.co.jp,川﨑善充,東京都,台東区,3,1000,2002,6,未上場,BtoB,IT,システム開発,ソフトウェア商社,,,,,,,,,,,,,,,,,,,
有限会社アヴァンデザイン研究所,https://avantnet.co.jp,根木康仁,東京都,目黒区,3,1500,1966,4,未上場,BtoB,IT,デザイン,デジタル系コンテンツ,Web制作,,,,,,,,,,,,,,,,,,
株式会社アゴラ,http://www.number1.co.jp,高原文明,東京都,大田区,3,1000,1995,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ユピテル・ケア,http://www.jupiter-care.jp,内田秀和,東京都,大田区,3,1000,2006,3,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社オレンジソフト,https://www.orangesoft.co.jp,日比野洋克,東京都,品川区,3,1000,1990,9,未上場,BtoC,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ドットインストール,https://company.dotinstall.com,田口元,東京都,目黒区,3,-,2012,2,未上場,"BtoB,BtoC",IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社プレミア,http://www.premiere-inc.jp,丹下賢二,東京都,品川区,3,1000,2004,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
ビッグバン株式会社,http://bbc.gr.jp,今野雅郎,東京都,品川区,3,1000,1986,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社パルコム,http://www.palcom.ne.jp,鈴木雅也,東京都,品川区,3,1000,1982,11,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社システムアーキテクチュア,https://www.sysarch.co.jp,雪竹正治,東京都,文京区,3,1000,1984,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社インビオ,http://www.invio.co.jp,徳留健朗,東京都,江東区,3,3000,2001,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社テコラボ,https://www.tecolab.co.jp,安瀬伸一郎,東京都,江東区,3,500,2015,7,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社アファール,http://www.afar.co.jp,-,東京都,品川区,3,-,2009,5,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
ブライミー株式会社,http://www.blimey.co.jp,遠藤恒治,東京都,品川区,3,500,2016,9,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,,
株式会社POSナビ,https://www.icredit.jp,増渕宏史,東京都,墨田区,3,1000,2012,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社フォレスト,http://www.s-forest.co.jp,森田茂,東京都,大田区,3,-,2016,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社アドヴァンソリューション,http://www.advansolution.co.jp,高橋謙,東京都,江東区,3,-,2001,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
パンテオン・モバイル・システムズ株式会社,http://pantheon-mobile.com,笠井泰治,東京都,江東区,3,-,2006,3,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,システム開発,,,,,,,,,,,,,,,,,,,
株式会社カネブン,http://www.kanebun.jp,小林文夫,東京都,文京区,3,1000,1965,2,未上場,BtoB,IT,印刷機械,ソフトウェア商社,,,,,,,,,,,,,,,,,,,
株式会社全就連,http://www.zenshuren.net,萩原京二,東京都,文京区,3,-,2008,4,未上場,BtoB,IT,組織コンサル,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社アスムス,https://www.asms.co.jp,宇佐見護,東京都,品川区,3,2310,2012,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
新総建株式会社,http://www.shinsoken.co.jp,宮脇文生,東京都,墨田区,3,200,2014,11,未上場,BtoB,IT,太陽光パネル,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
有限会社テンパス・フュジット,http://tempusfugit.jp,丸山茂広,東京都,文京区,3,300,2003,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ベータ・ネット,http://www.betanet.co.jp,徳川博文,東京都,文京区,3,3000,1995,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社アッドラスト,http://www.addrust.jp,飯島三厳,東京都,品川区,3,-,2010,10,未上場,BtoB,IT,経営コンサル,Webアプリ・サービス運営,組織コンサル,,,,,,,,,,,,,,,,,,
株式会社オーピーエヌ,http://www.opn-co.jp,鈴木大介,東京都,品川区,3,1300,1962,7,未上場,BtoB,IT,ITインフラストラクチャー,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
ゼッタテクノロジー株式会社,https://www.zetta.co.jp,田中義彦,東京都,文京区,3,10000,1981,12,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
Upmind株式会社,https://upmind.co.jp,箕浦慶,東京都,文京区,3,300,2021,6,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社キューティス,https://qtts.jimdo.com,大河内和繁,東京都,品川区,3,4730,1995,3,未上場,BtoB,IT,コールセンター,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社クロスアビリティ,https://x-ability.co.jp,古賀良太,東京都,文京区,3,1200,2008,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
ゼファー株式会社,http://zephyr-net.jp,高津精一,東京都,江東区,2,100,2011,2,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社まくびーインターナショナル,https://macbee.com,平柳ふくみ,東京都,目黒区,3,5000,2011,5,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,美容サロン,,,,,,,,,,,,,,,,,,,
株式会社サージェント,http://www.surgent.co.jp,髙梨光生,東京都,目黒区,2,500,2013,12,未上場,BtoB,IT,システム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社アフィニティサイエンス,http://affinity-science.com,田坂友彦,東京都,品川区,2,950,2007,10,未上場,BtoB,IT,ソフトウェア商社,,,,,,,,,,,,,,,,,,,,
株式会社ノーブル,http://www.n600.jp,別府孝男,東京都,文京区,2,1000,1994,11,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社ICブレインズ,http://www.icbrains.com,工藤正一,東京都,品川区,2,3500,2004,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ブログル,http://www.blogle.co.jp,山川佳子,東京都,品川区,2,300,2005,3,未上場,BtoB,IT,Webマーケコンサル,Webアプリ・サービス運営,Web制作,,,,,,,,,,,,,,,,,,
株式会社ネオ・ジーアイエス,http://neogis.co.jp,西村正直,東京都,台東区,2,1000,2000,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
エイエスディ株式会社,http://asd0309.com,清本尚一,東京都,品川区,2,4300,2010,3,未上場,BtoB,IT,情報セキュリティ,,,,,,,,,,,,,,,,,,,,
エム・ティー・ディー株式会社,http://www.mtd-inc.jp,桑原康浩,東京都,品川区,2,1330,2002,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
アルファビジョン株式会社,http://www.alfavision.co.jp,山本弘盛,東京都,目黒区,2,1200,2003,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ストラクチャー,http://www.structure.jp,野家牧雄,東京都,江東区,2,300,1991,9,未上場,BtoB,IT,ソフトウェア商社,,,,,,,,,,,,,,,,,,,,
i-ドメイン株式会社,http://i-domain.jp,石井真一,東京都,品川区,2,1000,2003,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ネクスト,http://www.next-ltd.com,蓮實伸行,東京都,文京区,2,1000,1997,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
有限会社フロックカンパニー,http://www.flockcompany.jp,松林芳男,東京都,文京区,3,700,1989,10,未上場,BtoB,IT,下着製造,総合系eコマース,,,,,,,,,,,,,,,,,,,
宙テクノロジー株式会社,http://www.soratechnology.com,大久保貴之,東京都,台東区,2,2000,2003,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
人民網日本株式会社,http://j.people.com.cn,張研農,東京都,目黒区,3,-,1998,12,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
有限会社リバティ,http://www.liberty-jp.com,宮崎隆市,東京都,大田区,2,500,1988,7,未上場,BtoB,IT,金属加工請負,システム開発,,,,,,,,,,,,,,,,,,,
株式会社インサイト,http://www.j-insight.com,三好昭生,東京都,文京区,3,1630,2001,5,未上場,"BtoC,BtoB",IT,システム開発,IT系教育,,,,,,,,,,,,,,,,,,,
アリト株式会社,http://www.alit.co.jp,前田俊喜,東京都,大田区,2,4504,2001,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社システムクリエイト,http://www.syscreate.co.jp,八田進,東京都,大田区,2,1000,1985,10,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,,
株式会社Flamers,https://www.flamers.jp,佐藤航智,東京都,目黒区,3,12000,2019,11,未上場,-,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社アイトス,http://i-tos.net,-,東京都,台東区,2,300,2004,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
パープルコンピュータ株式会社,http://www.skewes.co.jp,小栁正和,茨城県,龍ケ崎市,2,300,2008,6,未上場,BtoB,IT,Web制作,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社アライブテクノ,http://www.alivetechno.co.jp,小澤俊二,東京都,墨田区,2,500,2005,6,未上場,BtoB,IT,ソフトウェア商社,,,,,,,,,,,,,,,,,,,,
株式会社サクメディア,http://www.sucmedia.co.jp,林征夫,東京都,品川区,2,1000,2005,1,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,Webマーケコンサル,販促コンサル,,,,,,,,,,,,,,,,,,
株式会社ティ・エス・アイ,http://www.tsi-soft.com,山田邦子,東京都,江東区,2,1000,1993,4,未上場,BtoB,IT,システム開発,デザイン,,,,,,,,,,,,,,,,,,,
株式会社アンサンブルイノベーション,http://www.e-innovation.co.jp,佐藤義和,東京都,目黒区,3,1500,2007,8,未上場,BtoB,IT,Web制作,システム開発,,,,,,,,,,,,,,,,,,,
ソフトウェアジェネレーション株式会社,http://www.soft-g.jp,本村昭二,東京都,台東区,2,4350,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社Jホールディングス,https://www.j-holdings.jp,福留淳吉,東京都,品川区,2,3000,2009,11,未上場,BtoB,IT,飲料品製造,酒類,,,,,,,,,,,,,,,,,,,
株式会社アルヴェアーレ,http://www.alve.co.jp,藺牟田一晶,東京都,江東区,2,350,2007,2,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社セレブシステム,http://www.celeb.ne.jp,杉浦経代,東京都,品川区,2,1000,2001,7,未上場,BtoB,IT,Web制作,ITインフラストラクチャー,デザイン,,,,,,,,,,,,,,,,,,
Work Rules株式会社,http://js-support.co.jp,蒲谷良司,東京都,品川区,2,2000,2016,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社かやの商店,https://store.shopping.yahoo.co.jp,茅野雅弘,東京都,台東区,2,-,1885,1,未上場,BtoC,IT,ジュエリーショップ,総合系eコマース,,,,,,,,,,,,,,,,,,,
エスト株式会社,https://est-jp.com,-,東京都,台東区,2,300,2016,12,未上場,BtoB,IT,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ハウスマーケット,http://www.mikokai.jp,丸山晋治,東京都,大田区,2,-,2010,1,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
有限会社コモンズプラス,http://commonsplus.com,飯田敦範,東京都,文京区,2,300,2000,4,未上場,BtoB,IT,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,,,
Vリアリゼーション株式会社,http://www.rtmedias.com,森川喜木,東京都,大田区,2,100,2015,4,未上場,BtoB,IT,デザイン,システム開発,,,,,,,,,,,,,,,,,,,
株式会社システック,https://www.sys-te.jp,森川靖広,東京都,台東区,2,700,2006,10,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社タクシーサイト,https://www.taxisite.com,海野知之,東京都,台東区,2,2500,2000,5,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社マインド・トゥー・アクション,http://www.mind-to-action.com,中島浩光,東京都,品川区,2,300,2010,8,未上場,BtoB,IT,情報セキュリティ,,,,,,,,,,,,,,,,,,,,
株式会社アサミコーポレーション,https://www.asamicorp.co.jp,-,東京都,目黒区,2,-,,,未上場,"BtoB,BtoC",IT,ITインフラストラクチャー,経営コンサル,漁業・農業機器,,,,,,,,,,,,,,,,,,
株式会社ライトライズ,http://lightrise.co.jp,山本將裕,東京都,江東区,2,5000,2009,3,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社鳥人間,https://www.tori.st,久川真吾,東京都,台東区,2,300,2008,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社アルテコートー,https://www.rakuten.co.jp,関野謙二,東京都,江東区,2,-,,,未上場,BtoC,IT,雑貨販売,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社おてつだいネットワークス,https://otet.jp,坂元隆祥,東京都,品川区,2,5000,,,未上場,BtoB,IT,人材紹介,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社グーコム,http://www.cashingspace.com,森安崇程,東京都,目黒区,2,-,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社シィー・ティーアンドシィー,https://ctandc.co.jp,柏俊行,東京都,品川区,2,1000,,,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社メディカルユニット,http://www.medicalunit.co.jp,門倉眞理,東京都,江東区,2,1000,2002,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社サテライトイメージマーケティング,http://www.satim.co.jp,田村洋子,東京都,目黒区,2,6000,2002,12,未上場,BtoB,IT,ソフトウェア商社,,,,,,,,,,,,,,,,,,,,
株式会社WATANABE,http://wondermedia.co.jp,-,東京都,目黒区,2,300,,,未上場,BtoB,IT,Webマーケコンサル,,,,,,,,,,,,,,,,,,,,
株式会社アレグロマーケティング,https://www.allegro-inc.com,野澤洋介,東京都,台東区,1,600,2011,7,未上場,"BtoB,BtoC",IT,システム開発,,,,,,,,,,,,,,,,,,,,
有限会社アルテノイエ,http://www.alteneue.jp,山崎利昭,東京都,大田区,2,300,2004,5,未上場,BtoC,IT,美術品・工芸品,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社マジック・プロジェクト,https://magipro.jp,海岸秀憲,東京都,江東区,2,1000,1997,11,未上場,BtoB,IT,Web制作,システム開発,,,,,,,,,,,,,,,,,,,
有限会社オンザクレスト,https://www.uranai-town.net,鈴木光浩,東京都,目黒区,2,-,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社エスプラス・ソフトウェア,https://splus-software.co.jp,奥山彰一,東京都,文京区,2,-,2016,10,未上場,BtoB,IT,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,,
株式会社アクセル,http://www.acsel-ltd.co.jp,元柏雅博,東京都,品川区,2,-,1994,6,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社エアゼ,http://eaze.jp,千頭沙織,東京都,台東区,2,-,2014,4,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社美楽,https://audition-tv.com,-,東京都,目黒区,2,1000,2017,8,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,イベント,,,,,,,,,,,,,,,,,,,
ビジネス情報株式会社,http://www.bizinfo.co.jp,吉川研一,東京都,品川区,2,1000,1995,1,未上場,BtoB,IT,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,,,
株式会社ワールド・ホテル・コミュニケーションズ,http://w-h-c.co.jp,小国努,東京都,文京区,2,1000,2004,7,未上場,BtoB,IT,販促コンサル,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,,
コムチュアマーケティング株式会社,https://www.comture-mkt.com,澤田千尋,東京都,品川区,2,5000,2011,4,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,,
三大システム株式会社,http://www.sandaisys.co.jp,和田拓大,東京都,台東区,2,-,2014,8,未上場,BtoB,IT,ITインフラストラクチャー,通信設備工事,,,,,,,,,,,,,,,,,,,
株式会社イーアドバンス,http://www.unashin.co.jp,桑原俊朗,東京都,墨田区,2,1000,1977,4,未上場,"BtoB,BtoC",IT,水産物専門商社,,,,,,,,,,,,,,,,,,,,
株式会社オップマップ,http://www.oppmap.jp,山田多喜男,東京都,台東区,2,4000,1999,9,未上場,BtoB,IT,システム開発,土木コンサル,雑貨販売,,,,,,,,,,,,,,,,,,
株式会社ネクストセット,https://www.nextset.co.jp,別所貴英,東京都,江東区,2,5000,2013,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社マルニ印刷,https://auctions.yahoo.co.jp,有元加代子,東京都,台東区,2,-,,,未上場,"BtoC,BtoB",IT,総合系eコマース,スポーツ用品販売,,,,,,,,,,,,,,,,,,,
ライツ・エステート株式会社,http://rights.ne.jp,石垣和夫,東京都,文京区,2,800,2006,3,未上場,"BtoB,BtoC",IT,マンション売買,Webアプリ・サービス運営,事業用物件・ビル売買,,,,,,,,,,,,,,,,,,
スマートロジック株式会社,http://www.smartlogic.co.jp,大山正巳,東京都,品川区,2,1000,1997,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社サイエンスインパクト,https://science-impact.co.jp,成田浩司,東京都,江東区,2,-,2010,1,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
ワイヤレステクノロジー株式会社,https://wireless-t.jp,森山正吾,東京都,大田区,2,10000,2005,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
有限会社エスティエルイー,http://stle.jp,菱川和弘,東京都,墨田区,2,300,2005,4,未上場,BtoB,IT,PC・スマホ周辺機器製造,,,,,,,,,,,,,,,,,,,,
株式会社デジタルスクエアー,http://www015.upp.so-net.ne.jp,小林仁,東京都,品川区,2,1000,1997,10,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,,
Life株式会社,http://lf-support.jp,山越尚昭,東京都,文京区,2,1000,2008,3,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,イベント,,,,,,,,,,,,,,,,,,,
株式会社パラファミリー,https://parafamily.co.jp,福田康弘,東京都,大田区,2,50,2009,5,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ヒュービック,http://www.hubic-inc.co.jp,冨永浩之,東京都,品川区,2,500,2010,5,未上場,BtoB,IT,情報セキュリティ,オフィス用品レンタル,,,,,,,,,,,,,,,,,,,
株式会社エイ・アンド・ディー,http://a-and-d.co.jp,高須徹太郎,東京都,台東区,2,2000,1974,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社one building,https://one-building.co.jp,金田真聡,東京都,目黒区,2,100,2021,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ユニット・ワン,http://unit-1.com,勝部健太郎,東京都,目黒区,2,5000,,,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
有限会社エイムアット・ワンダー,https://www.aae.co.jp,河上憲雄,東京都,台東区,2,300,2000,9,未上場,BtoB,IT,ゲーム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
有限会社メディア・ネット・リサーチ,http://www.media-r.co.jp,-,東京都,品川区,2,-,1998,7,未上場,BtoB,IT,Web制作,システム開発,,,,,,,,,,,,,,,,,,,
チャットボイス株式会社,http://chatvoice.jp,上原孝之,東京都,文京区,2,1120,2004,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ワッツ,https://wats.gr.jp,林徳幸,東京都,大田区,2,1000,1992,8,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
イーテラス株式会社,https://vi.e-teras.co.jp,水野昌和,東京都,江東区,2,1000,2008,4,未上場,BtoB,IT,システム開発,ソフトウェア商社,経営コンサル,,,,,,,,,,,,,,,,,,
株式会社モフィリア,https://www.mofiria.com,天貝佐登史,東京都,品川区,2,-,2010,12,未上場,BtoB,IT,情報セキュリティ,,,,,,,,,,,,,,,,,,,,
株式会社オーエーライフ,http://www.oalife.co.jp,-,東京都,文京区,2,-,,,未上場,BtoB,IT,新聞,Webアプリ・サービス運営,雑誌出版,,,,,,,,,,,,,,,,,,
株式会社アクシス・アールアンドデー,https://www.rakuten.co.jp,八京廣美,東京都,墨田区,2,-,,,未上場,BtoC,IT,スポーツ用品販売,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社セルクロス,http://www.cellcross.co.jp,浅村直也,東京都,文京区,2,7000,2002,10,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
リライオン・アコー株式会社,https://www.r-ako.com,田村謙一,東京都,品川区,2,1000,1970,8,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
ハチドリサービス株式会社,http://www.hcdr-serv.com,李風凱,東京都,品川区,2,900,2015,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ネットビジョン,http://www.net-vision.jp,西岡和也,東京都,台東区,2,1400,2000,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
アトミック株式会社,http://www.ato-mic.jp,亀山健,東京都,台東区,2,2000,2008,2,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社スプリューム,https://www.splume.co.jp,梶塚チハル,東京都,大田区,2,10000,2005,10,未上場,BtoB,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,,
株式会社トラスティ・リンク,http://www.trustylink.co.jp,窪田和彦,東京都,墨田区,2,2500,2000,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社響弦堂,http://www.kyogendo.co.jp,遠藤博,東京都,大田区,2,700,2003,12,未上場,"BtoB,BtoC",IT,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社システムアート,http://www.sys-art.co.jp,小棚木威,東京都,文京区,2,2000,,,未上場,BtoB,IT,デザイン,システム開発,,,,,,,,,,,,,,,,,,,
アメヨコネット株式会社,http://www.ameyokonet.jp,柴田智行,東京都,台東区,2,3500,2000,9,未上場,"BtoC,BtoB",IT,イベント,Webアプリ・サービス運営,Web制作,,,,,,,,,,,,,,,,,,
ジャパンハイテック株式会社,http://www.japanhitech.co.jp,佐伯好紀,東京都,江東区,2,1200,1991,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
アシスタンス・ソリューション・プロジェクト株式会社,http://asp-i.jp,吉野健司,東京都,品川区,2,350,2010,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
エイエイオー株式会社,http://www.aaoh.co.jp,冨田英史,東京都,台東区,2,300,2008,2,未上場,"BtoB,BtoC",IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社Liaro,https://www.liaro.me,花田賢人,東京都,文京区,2,-,2014,10,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社エース・フォース,https://www.aceforce.co.jp,小郷浩之,東京都,目黒区,2,300,2007,4,未上場,BtoB,IT,デザイン,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アイディーテンジャパン株式会社,https://id10.jp,澤田且成,東京都,目黒区,1,2600,2008,10,未上場,BtoB,IT,販促コンサル,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
合同会社ピグマル,https://pigmal.com,伊藤元,東京都,品川区,1,300,2011,9,未上場,BtoB,IT,システム開発,IT系教育,PC・スマホ周辺機器製造,,,,,,,,,,,,,,,,,,
株式会社サンクユー,https://www.thank-u.net,堀川治,東京都,品川区,2,300,2010,7,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社JJC,http://jjc-jp.com,坂田恭一,東京都,台東区,1,10000,2000,1,未上場,BtoB,IT,音響・映像機器,研究・調査・リサーチ,音響・映像機器,,,,,,,,,,,,,,,,,,
エムシバシステム株式会社,http://www.yoyaku-msystem.com,森田尚史,東京都,文京区,1,-,2013,3,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社D.C.T.,http://dct-inc.co.jp,橋根善幸,東京都,江東区,1,100,2013,3,未上場,"BtoC,BtoB",IT,システム開発,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
ペガサス・テクノロジー株式会社,http://www.pegasasu-tech.com,-,東京都,江東区,1,500,2007,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
有限会社リッツコンサルタント,http://www.rizz-consultant.com,市川智己,東京都,台東区,1,300,2003,3,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,,
株式会社イーリープ,https://www.eleap.co.jp,-,東京都,大田区,1,-,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
IDTジャパン株式会社,http://www.idt-japan.co.jp,山口明博,東京都,江東区,1,1000,2007,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社オモロタンク,http://catalyst.onl,小田川元樹,東京都,台東区,1,-,2015,6,未上場,BtoB,IT,システム開発,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
バーズネスト株式会社,http://byrdsnest.co.jp,久冨保史,東京都,台東区,1,-,2014,7,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,Web制作,Webマーケコンサル,,,,,,,,,,,,,,,,,,
