会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
大和理化工業有限会社,https://www.facebook.com,-,栃木県,栃木市,1,-,,,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社ニヘイ,http://niheiflowers.fukushima.jp,洪南基,福島県,会津若松市,1,-,2012,1,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
有限会社やまがたスリートップ,http://3top-yamagata.jp,佐藤誠,山形県,南陽市,1,300,1989,2,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社サン・ペトロケミカル,http://www.spcc.sakura.ne.jp,武田栄明,茨城県,神栖市,1,40000,1977,7,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
クリーン・ガイア株式会社,https://www.mine-magic.net,金谷尚友,北海道,札幌市中央区,1,1600,2002,4,未上場,"BtoB,BtoC",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
有限会社田上造船,http://www.tagamizosen.co.jp,田上勇一,茨城県,行方市,1,300,1909,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有限会社帆足ベークライト成型所,http://www.hoashibake.co.jp,帆足太良,栃木県,足利市,1,300,1955,11,未上場,"BtoB,BtoC",化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
ステンレスペイント有限会社,http://www.stainlesspaint.co.jp,松原史男,宮城県,仙台市宮城野区,1,300,1996,11,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社サンワ樹脂,http://www.sanwajushi.co.jp,スミートダリアニー,栃木県,鹿沼市,1,1000,1995,11,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
エム・アイ・シーエンジニアリング株式会社,http://miceng.biz,遠藤康之,茨城県,土浦市,1,-,2009,1,未上場,"BtoC,BtoB",化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社ホロン,http://www.blacksilica.co.jp,坂田敏彦,北海道,札幌市中央区,1,1000,1993,3,未上場,"BtoB,BtoC",化学,総合系eコマース,,,,,,,,,,,,,,,,,,,,
有限会社日本抗菌,http://www.nihonkoukin.jp,佐藤秋博,山形県,山形市,1,-,2001,12,未上場,BtoB,化学,化学品製造,肥料・農薬製造,eコマース,,,,,,,,,,,,,,,,,,
株式会社フラスク,http://flask.co.jp,菰田卓哉,山形県,米沢市,1,-,2017,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社北海道サテライト,https://hokkaido-satellite.com,阿部孝,北海道,札幌市南区,1,1700,1990,6,未上場,"BtoB,BtoC",化学,化学品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
ワーク・ファイン株式会社,http://www.work-fine.com,高橋建夫,群馬県,高崎市,0,-,2007,4,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社エコ・サッポロ,http://www.eco-sapporo.co.jp,髙橋優,北海道,札幌市東区,0,-,2006,3,未上場,"BtoB,BtoC",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
有限会社羽越グリーンサービス,http://www17.plala.or.jp,西山憲一,山形県,鶴岡市,0,550,1973,7,未上場,"BtoB,BtoC",化学,造園工事,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
株式会社日東製作所,http://www.nittocorp.co.jp,阿部太洋,茨城県,茨城町,0,3000,1966,12,未上場,BtoB,化学,金型製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
有限会社サイテック,http://sitecgarden.com,大塚秀樹,北海道,札幌市南区,0,-,1998,11,未上場,BtoC,化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社グリーンマン,http://www.greenman.co.jp,三塚潔,宮城県,大崎市,0,-,2005,10,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
北海道肥料株式会社,http://www.hokkaidohiryo.co.jp,野上隆,北海道,室蘭市,0,30000,,,未上場,0,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
SBN株式会社,http://www.sbnsbn.co.jp,斎藤順一,茨城県,守谷市,0,500,2012,5,未上場,BtoB,化学,化学品製造,雑貨商社,建材商社,,,,,,,,,,,,,,,,,,
タカテック株式会社,http://www.takatec.com,高橋章,群馬県,太田市,0,1000,2003,4,未上場,BtoB,化学,プラント設備工事,化学品製造,衛生設備工事,,,,,,,,,,,,,,,,,,
有限会社スワース,http://www.swas.co.jp,辻正人,北海道,余市町,0,700,,,未上場,"BtoC,BtoB",化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社外塚農園,http://totsuka.be,外塚潔,茨城県,かすみがうら市,0,1000,1955,7,未上場,BtoC,化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社ノアール,http://www.nour.jp,-,北海道,厚沢部町,0,-,,,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
協同ビニール株式会社,http://www.hanawaseed.co.jp,塙信,茨城県,筑西市,0,-,1980,8,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社ライフ研究所,http://www.life-kenkyusho.co.jp,-,山形県,山形市,0,-,,,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
藤山商事株式会社,http://fujiyama-shoji.co.jp,藤山杉夫,北海道,函館市,0,2500,1984,3,未上場,BtoB,化学,化学品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社海洋化学,https://mcm-mineral.jp,江副碧,茨城県,ひたちなか市,0,1000,2015,7,未上場,BtoB,化学,健康食品,化学品製造,肥料・農薬製造,,,,,,,,,,,,,,,,,,
株式会社コアライト,http://www.coalite.jp,金哲壽,福島県,郡山市,0,2200,2015,3,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社風花,https://www.kazahana-garden.jp,池田凉子,北海道,伊達市,0,-,,,未上場,BtoC,化学,肥料・農薬製造,雑貨販売,,,,,,,,,,,,,,,,,,,
米沢化成株式会社,http://www.tamras.com,田村知洋,山形県,米沢市,0,2000,1973,2,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
株式会社北栄研コーポレーション,https://www.ecorex.co.jp,坂上聖二,北海道,札幌市東区,0,2025,1966,1,未上場,"BtoB,BtoC",化学,化学品製造,製粉・食用油,肥料・農薬製造,,,,,,,,,,,,,,,,,,
有限会社プラン環,http://www.bio-kaken.com,吉田昭夫,岩手県,盛岡市,0,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社関口,http://kk-sekiguchi.jp,関口申一,群馬県,前橋市,0,3000,1965,12,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社小野寺プラスチック工業,https://www.onoderapk.com,小野寺正,茨城県,笠間市,2,-,1995,7,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社アイケイポリマー,https://ik-polymer.jimdo.com,福田友一,茨城県,下妻市,0,300,2000,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
ゼオライト化成株式会社,http://zeolite-kasei.com,本村哉,北海道,札幌市東区,0,1000,1983,4,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
有限会社コーヨー,http://www.sanokiko.co.jp,佐野公洋,栃木県,宇都宮市,0,300,1993,3,未上場,BtoB,化学,雑貨製造,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
東邦アセチレン株式会社,http://www.toho-ace.co.jp,池田悦哉,宮城県,多賀城市,0,226100,1955,3,プライム（内国株式）,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社亀山製作所,http://www8.wind.ne.jp,亀山孝雄,栃木県,佐野市,0,300,1959,1,未上場,BtoB,化学,事業用物件・ビル賃貸,,,,,,,,,,,,,,,,,,,,
有限会社グリーンテック,http://gr-tec.com,高橋徹,栃木県,鹿沼市,-,5000,1991,10,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
有限会社亀乃屋,http://www.kamenoya.co.jp,篠原照幸,栃木県,栃木市,-,-,,,未上場,"BtoC,BtoB",化学,肥料・農薬製造,食品店,雑貨販売,,,,,,,,,,,,,,,,,,
株式会社イリオス,http://www.iriosu.co.jp,東城正一,茨城県,坂東市,-,1000,1984,10,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
有限会社ブレニー技研,http://www.blenny.co.jp,阿部康幸,群馬県,伊勢崎市,-,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
アートス株式会社,http://artos.jp,鈴木遊結訶,栃木県,宇都宮市,-,-,,,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
リンク・アンド・シェア・オペレーションズ株式会社,http://www.ecodeclean.co.jp,中野勝則,宮城県,仙台市太白区,-,2000,2002,5,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社ユーゲント,https://www.jugend123.com,中谷好雅,栃木県,足利市,-,300,2016,11,未上場,"BtoC,BtoB",化学,化学品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社グリーンパレス,http://www.hayashibussan.co.jp,-,茨城県,日立市,-,-,,,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
新機能科学株式会社,http://chafftic.com,蓬田昌一,栃木県,下野市,-,900,2014,2,未上場,BtoB,化学,化学品製造,製薬,,,,,,,,,,,,,,,,,,,
扶桑産業有限会社,http://www.bc9.ne.jp,-,栃木県,鹿沼市,-,-,,,未上場,BtoB,化学,家具製造,肥料・農薬製造,木材系建材製造,,,,,,,,,,,,,,,,,,
株式会社パワーテック,http://www.tokkyo-hokutoseki.jp,長谷部邦友,福島県,福島市,-,-,1997,1,未上場,BtoB,化学,介護用品,,,,,,,,,,,,,,,,,,,,
株式会社エコプランズ,http://www.ecoplans.co.jp,田中睦,茨城県,神栖市,-,-,,,未上場,"BtoB,BtoC",化学,ガラス製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社北日本薬草,http://www.cleanairace.com,荒川タミ,秋田県,秋田市,-,-,,,未上場,"BtoB,BtoC",化学,化学品製造,,,,,,,,,,,,,,,,,,,,
スターク製薬株式会社,http://www.stark.jp,村松光樹,茨城県,水戸市,-,1000,2009,3,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社健人会,http://www.vcal.co.jp,大塚昇,栃木県,鹿沼市,-,300,2002,1,未上場,"BtoB,BtoC",化学,肥料・農薬製造,健康食品,,,,,,,,,,,,,,,,,,,
株式会社ファインドネット,http://www.findnet.co.jp,平内榮一,群馬県,昭和村,-,3000,1991,2,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
足寄アグリバイオ株式会社,http://www.ashoro-agri-bio.jp,三浦公明,北海道,足寄町,-,-,,,未上場,"BtoC,BtoB",化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社クリーンシステム,http://www.geocities.jp,米元一夫,福島県,川俣町,-,300,2003,6,未上場,BtoB,化学,肥料・農薬製造,健康食品,,,,,,,,,,,,,,,,,,,
殖大販売株式会社,http://www.shokudai.com,田村仁輝智,宮城県,仙台市青葉区,-,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社福島建設資材,http://k-fks.jp,山谷清則,福島県,福島市,-,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
中央化学株式会社,http://www.chuo-kagaku.co.jp,近藤康正,埼玉県,鴻巣市,1137,720000,1961,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
トムソンコーポレーション株式会社,http://www.tomson.co.jp,杉村謙,栃木県,栃木市,-,1000,1983,12,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社住田光学ガラス,https://www.sumita-opt.co.jp,住田利明,埼玉県,さいたま市浦和区,402,4900,1953,10,未上場,BtoB,化学,ガラス製造,,,,,,,,,,,,,,,,,,,,
株式会社T&K TOKA,https://www.tk-toka.co.jp,増田至克,埼玉県,三芳町,651,212200,1949,12,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社エンプラス,https://www.enplas.co.jp,横田大輔,埼玉県,川口市,400,808000,1962,2,プライム（内国株式）,BtoB,化学,樹脂製品製造,半導体,自動車部品製造,,,,,,,,,,,,,,,,,,
株式会社出光プランテック千葉,http://www.idemitsu.co.jp,長英連,千葉県,市原市,481,1500,1963,1,未上場,BtoB,化学,プラント設備工事,警備,,,,,,,,,,,,,,,,,,,
株式会社エコ計画,https://www.eco.co.jp,井上綱隆,埼玉県,さいたま市浦和区,266,8000,1970,7,未上場,"BtoC,BtoB",化学,リサイクル,肥料・農薬製造,ホテル・宿泊,,,,,,,,,,,,,,,,,,
神保電器株式会社,http://www.jimbodenki.co.jp,村上浩一,千葉県,大多喜町,361,9800,1928,7,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
津田工業株式会社,http://www.tsudaindustrial.co.jp,津田健,埼玉県,滑川町,264,5000,1966,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
DICプラスチック株式会社,https://www.dic-plas.co.jp,元木貴也,埼玉県,さいたま市大宮区,287,10000,1991,11,未上場,BtoB,化学,プラスチック包装製造,,,,,,,,,,,,,,,,,,,,
共伸プラスチック株式会社,https://kyoshin-plastic.co.jp,多田恵一郎,埼玉県,飯能市,256,5000,1968,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
パウダーテック株式会社,http://www.powder-tech.co.jp,仲子啓,千葉県,柏市,238,155700,1966,4,スタンダード（内国株式）,BtoB,化学,印刷機械,,,,,,,,,,,,,,,,,,,,
ハイテックケミ株式会社,http://www.daicolor.co.jp,-,千葉県,成田市,230,-,,,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
MGCフィルシート株式会社,http://www.mgcfs.jp,岩井辰雄,埼玉県,所沢市,229,5000,2005,10,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
小島化学薬品株式会社,https://www.kojima-c.co.jp,五木田春夫,埼玉県,狭山市,204,9500,1961,7,未上場,BtoB,化学,化学品製造,廃棄物処分,廃棄物収集,,,,,,,,,,,,,,,,,,
株式会社合同資源,https://www.godoshigen.co.jp,山ノ井敏夫,千葉県,長生村,218,60000,1934,7,未上場,BtoB,化学,ガス・燃料製品・採掘,,,,,,,,,,,,,,,,,,,,
ヴィルモランみかど株式会社,https://www.vilmorinmikado.jp,ドミニク・アミリアン,千葉県,千葉市緑区,174,20000,2007,1,未上場,BtoC,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社ミヤザキ,https://www.miyazaki-net.com,山之上道廣,埼玉県,日高市,175,3500,1976,12,未上場,BtoB,化学,樹脂製品製造,精密機器,精密機器,,,,,,,,,,,,,,,,,,
コージンバイオ株式会社,http://www.kohjin-bio.jp,中村孝人,埼玉県,坂戸市,187,42666,1981,4,グロース（内国株式）,BtoB,化学,医療機器商社,eコマース,eコマース,,,,,,,,,,,,,,,,,,
カシュー株式会社,http://www.cashew.co.jp,戸次強,埼玉県,さいたま市北区,172,10000,1948,11,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
アヅマ株式会社,http://azuma-g.co.jp,山崎克哉,千葉県,市原市,148,9800,1962,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
昭和化成工業株式会社,http://www.showakvc.co.jp,池本俊一,埼玉県,羽生市,145,6200,1956,1,未上場,BtoB,化学,自動車部品製造,樹脂系建材製造,,,,,,,,,,,,,,,,,,,
太平化学製品株式会社,http://www.taihei-chemicals.com,工藤雅之,埼玉県,川口市,149,122260,1938,2,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社ハーベス,http://www.harves.co.jp,前田知憲,埼玉県,さいたま市浦和区,137,5525,1988,4,未上場,BtoB,化学,プラスチック包装製造,プラスチック包装製造,,,,,,,,,,,,,,,,,,,
椿化工株式会社,http://tsubaki-ka.co.jp,杉山大祐,埼玉県,蓮田市,143,-,1961,7,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社五輪パッキング,https://gorinpki.co.jp,清水政和,埼玉県,入間市,136,8000,1969,12,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
三井化学サンアロイ株式会社,https://www.sunalloys.com,近藤伊知郎,千葉県,袖ケ浦市,139,5000,1993,11,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
東洋加工株式会社,https://www.to-yokako.co.jp,福島康充,埼玉県,川口市,125,8000,1962,6,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社愛光,http://www.aiko.co.jp,倉永高成,埼玉県,坂戸市,128,10000,1968,2,未上場,"BtoC,BtoB",化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
ケミテックテクニカル株式会社,http://www.chemitech-tc.co.jp,-,埼玉県,入間市,121,1000,1988,4,未上場,BtoB,化学,タイヤ製造・ゴム製品製造,接着剤製造,,,,,,,,,,,,,,,,,,,
有限会社いすみポートリー,https://www.akitatamago.co.jp,武藤利光,千葉県,いすみ市,112,9300,1998,1,未上場,BtoB,化学,食肉,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
古河樹脂加工株式会社,https://www.fitec.co.jp,久保田哲治,千葉県,千葉市美浜区,119,30000,1985,8,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
デコール株式会社,https://aa-decor.jp,三浦恒二,埼玉県,桶川市,103,40000,1981,4,未上場,"BtoC,BtoB",化学,木材系建材製造,塗料製造,,,,,,,,,,,,,,,,,,,
ダイワ化成株式会社,http://www.daiwadye.co.jp,細井誠,埼玉県,さいたま市中央区,102,3000,1949,7,未上場,BtoB,化学,化学品・医療品商社,,,,,,,,,,,,,,,,,,,,
株式会社サン精密化工研究所,https://www.sanseimitsu.co.jp,村上守,埼玉県,久喜市,112,8100,1963,6,未上場,BtoB,化学,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,,
高級アルコール工業株式会社,https://www.kak.co.jp,川合清隆,千葉県,成田市,106,2200,1952,3,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
日触テクノファインケミカル株式会社,http://www.ns-technofine.co.jp,田中準一,千葉県,市川市,103,9000,1954,12,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
伸興化成株式会社,http://www.shinko-kasei.com,安田永徳,埼玉県,羽生市,101,9652,1982,4,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
東京ピグメント株式会社,http://www.pigment.co.jp,宮本康弘,埼玉県,熊谷市,101,10000,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社染めQテクノロジィ,http://somayq.com,菱木貞夫,埼玉県,幸手市,92,5000,2002,1,未上場,"BtoC,BtoB",化学,塗料製造,事業用リフォーム,,,,,,,,,,,,,,,,,,,
株式会社武蔵野香料化学研究所,http://www.maclnet.com,伊藤美成,埼玉県,所沢市,97,9000,1958,4,未上場,BtoB,化学,化学品製造,調味料,,,,,,,,,,,,,,,,,,,
タマ化學工業株式会社,http://www.tamakagaku.co.jp,五十嵐喜雄,埼玉県,八潮市,91,10000,1962,12,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
林化学工業株式会社,http://www.e-sam.co.jp,三島木達也,埼玉県,滑川町,96,4000,1963,5,未上場,BtoB,化学,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,,
平林物産株式会社,http://www.hirabayashi-all.co.jp,平林悠蔵,千葉県,大多喜町,95,2500,1991,5,未上場,"BtoC,BtoB",化学,肥料・農薬製造,プラスチック包装製造,水産用機械商社,,,,,,,,,,,,,,,,,,
京成バラ園芸株式会社,http://www.keiseirose.co.jp,諸川良太,千葉県,八千代市,91,4000,1959,3,未上場,"BtoC,BtoB",化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
千葉積水工業株式会社,https://www.sekisui.co.jp,山岡修司,千葉県,市原市,90,40000,1957,6,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
甲陵樹脂工業株式会社,http://www.koryo-g.jp,住田善彦,埼玉県,越谷市,88,6000,1961,7,未上場,BtoB,化学,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,,
トーヨーウレタン株式会社,http://www.toyo-urethane.co.jp,小山雄二,千葉県,浦安市,88,8000,1973,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
昭光物産株式会社,http://www.shoko-bussan.co.jp,渡瀬史郎,埼玉県,川越市,86,9600,1951,6,未上場,"BtoB,BtoC",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
リ・パレット株式会社,http://re-pallet.co.jp,關秀一,千葉県,富津市,85,5000,2005,5,未上場,BtoB,化学,廃棄物処分,,,,,,,,,,,,,,,,,,,,
ニチバンプリント株式会社,http://www.nichibanprint.co.jp,山口雅嗣,埼玉県,日高市,86,3900,1965,10,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
大塚ポリテック株式会社,http://www.poly-tech.co.jp,大塚亮,埼玉県,滑川町,85,9600,1948,3,未上場,BtoB,化学,タイヤ製造・ゴム製品製造,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,
協和工業株式会社,http://kyowa2.co.jp,藤生正行,千葉県,船橋市,84,1800,1961,11,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社フジコー,http://www.fujikoh-net.co.jp,小林直人,千葉県,白井市,80,60000,1974,2,未上場,BtoB,化学,廃棄物処分,肥料・農薬製造,ガス・燃料製品・採掘,,,,,,,,,,,,,,,,,,
K&Oヨウ素株式会社,http://www.ntgas.co.jp,高橋丈夫,千葉県,白子町,78,30000,1940,2,未上場,BtoB,化学,ガス・燃料製品・採掘,化学品製造,製薬,,,,,,,,,,,,,,,,,,
越谷化成株式会社,http://koshigayakasei.jp,武田克己,埼玉県,春日部市,74,2640,1965,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
シーピー加工株式会社,http://www.cpkk.co.jp,三浦一夫,埼玉県,川口市,78,1000,1973,9,未上場,BtoB,化学,紙・パルプ製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
丸喜化学工業株式会社,http://www.marukikagaku.jp,岩本匡,千葉県,白井市,71,9086,1954,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
ニッキ株式会社,http://www.re-nikki.co.jp,小林武敏,埼玉県,川口市,67,3066,1957,3,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社トクシキ,https://www.orizuru.co.jp,鈴木益次,千葉県,柏市,69,10000,1948,6,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社ケミコート,http://www.chemicoat.co.jp,中川恭一,千葉県,浦安市,70,9600,1957,4,未上場,BtoB,化学,化学品製造,プラント設備工事,,,,,,,,,,,,,,,,,,,
株式会社サナ,http://www.sana-bio.co.jp,秋山哲紀,埼玉県,所沢市,66,1000,1969,7,未上場,BtoB,化学,肥料・農薬製造,化学品製造,,,,,,,,,,,,,,,,,,,
株式会社積水化成品埼玉,http://www.sekisuiplastics.co.jp,吉村耕二,埼玉県,蓮田市,66,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
大宝化学工業株式会社,http://www.7950.co.jp,小笠原敏明,埼玉県,川口市,65,20000,1949,6,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社ユニークテープ,http://www.unique-tape.co.jp,鎌田伸也,埼玉県,さいたま市見沼区,65,1000,1974,6,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
共同技研化学株式会社,https://www.kgk-tape.co.jp,濱野尚吉,埼玉県,所沢市,65,5000,1979,10,未上場,BtoB,化学,接着剤製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
株式会社内田緑化興業,http://www.uchida-ryokka.co.jp,内田香,埼玉県,さいたま市緑区,64,4000,1974,2,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
中央エアゾール化学株式会社,http://www.chuo-aer.co.jp,小池清一郎,埼玉県,幸手市,64,1500,1962,9,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社ワンダーキープ高萩,http://www.powder-tech.co.jp,久保田洋,千葉県,柏市,63,-,2003,10,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
勝田化工株式会社,http://www.katsuta-kako.co.jp,勝田耕司,埼玉県,草加市,62,-,1957,1,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
新日本化学工業株式会社,http://www.e-snc.co.jp,-,千葉県,多古町,61,-,1977,2,未上場,BtoB,化学,化学品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
スーパーレジンクラフト株式会社,http://www.superresincraft.co.jp,柴田和広,千葉県,南房総市,62,5000,1971,11,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
アイキ工業株式会社,http://www.aiki-kk.co.jp,会田実,埼玉県,蓮田市,57,1200,1965,8,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
ノボザイムズ・ジャパン株式会社,https://www.novozymes.com,佐野弘和,千葉県,千葉市美浜区,58,30000,1977,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社イタバ,http://itabachannel.com,板羽德雄,埼玉県,川口市,58,2500,1986,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社リーデンス,http://www.leadence.co.jp,肥後武展,埼玉県,三芳町,60,4800,1968,11,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
富士化学工業株式会社,http://fuji-chem.jp,遠藤憲雄,千葉県,船橋市,52,1000,1952,5,未上場,BtoB,化学,化学品製造,倉庫,,,,,,,,,,,,,,,,,,,
株式会社ナガシマ化学工業,http://nagashimakk.com,長嶋一洋,千葉県,香取市,52,2000,,,未上場,BtoB,化学,リサイクルショップ,,,,,,,,,,,,,,,,,,,,
株式会社平和化学工業所,http://heiwakagaku.com,畠山和幸,千葉県,市川市,52,-,1957,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社イーグルスター,http://www.eaglestar.co.jp,角田剛二,埼玉県,八潮市,51,5000,1964,6,未上場,BtoB,化学,化学品製造,日用品製造,,,,,,,,,,,,,,,,,,,
大洋マテリアル株式会社,http://www.taiyomaterial.co.jp,高橋成禎,千葉県,旭市,51,10000,1968,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
広栄化学工業株式会社,http://www.koeichem.com,吉田茂雄,千葉県,習志野市,52,230000,1917,6,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
新日本化成株式会社,https://www.nj-c.co.jp,岩月友洋,千葉県,千葉市中央区,51,1000,1982,9,未上場,BtoB,化学,化学品・医療品商社,化学品製造,,,,,,,,,,,,,,,,,,,
