会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
有限会社竜美堂,http://www.ryubido.co.jp,飯島寿治,東京都,杉並区,1,-,2004,6,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社玩拓,https://www.gantaku.co.jp,卓毅,沖縄県,那覇市,1,500,2016,6,未上場,"BtoB,BtoC",ゲーム,玩具,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社アルトロン,http://www.altron.co.jp,桑原正夫,東京都,港区,1,2500,,,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社フィールド,http://www.field-inc.jp,原直之,東京都,渋谷区,1,100,2012,12,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ランバート,http://lambert-e.com,松田浩史,東京都,中央区,1,200,2009,1,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,CM制作・映像制作,,,,,,,,,,,,,,,,,,
有限会社リバース・イメージ・クリエイション,http://www.ric-japan.com,山崎猛,東京都,国分寺市,1,300,1999,1,未上場,BtoB,ゲーム,映画・アニメーション,ゲーム開発,,,,,,,,,,,,,,,,,,,
3rdKind株式会社,http://www.3rdkind-inc.com,細谷太郎,東京都,渋谷区,1,-,2011,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アイコニクス有限会社,http://iconics.jp,佐藤恵則,東京都,中央区,1,-,,,未上場,BtoB,ゲーム,システム開発,ソーシャルゲーム・SNS,Web制作,,,,,,,,,,,,,,,,,,
株式会社アルカディアワークス,http://arcadia-works.com,-,大阪府,岬町,1,-,2011,8,未上場,BtoB,ゲーム,ゲーム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社ファニー,http://funny-tokyo.com,上松彰,東京都,練馬区,1,-,2015,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社Silbird,http://silbird.jp,金子翔,千葉県,市原市,1,150,2013,8,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社マルチメディアインテリジェンストランスファー,http://www.mitjapan.com,石岡信寛,東京都,中野区,1,1000,1987,10,未上場,BtoB,ゲーム,ゲーム開発,Web制作,,,,,,,,,,,,,,,,,,,
キャンディソース株式会社,http://www.candysource.co.jp,菅野雄一郎,神奈川県,横浜市港北区,1,-,2013,11,未上場,BtoB,ゲーム,デジタル系コンテンツ,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ジンナイ,http://kkjinnai.co.jp,-,大阪府,東大阪市,1,-,,,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社林デジタル工務店,http://www.h-digital.biz,林秀則,東京都,豊島区,1,300,2004,12,未上場,BtoB,ゲーム,CM制作・映像制作,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
有限会社シンクロウェブデザイン,https://synchron.co.jp,黒川真一郎,神奈川県,川崎市高津区,1,300,2005,10,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社デザインオフィスメカマン,http://www.mecaman.biz,中村嘉博,東京都,国分寺市,1,300,1976,1,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
デジタルデヴィル株式会社,http://www.digitaldevil.co.jp,鈴木一也,東京都,新宿区,1,1000,2008,5,未上場,BtoB,ゲーム,ゲーム開発,Web制作,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ハップ,http://www.hap.ne.jp,-,東京都,渋谷区,1,500,2007,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社インフォ・スパイシー,http://www.info-spicy.co.jp,渡辺義一,東京都,渋谷区,1,5000,2005,10,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社リンクキャスト,http://linkcast.co.jp,中村崇,東京都,千代田区,1,600,2015,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社ハイパーデブボックスジャパン,https://hyperdevbox.com,ペルコンティカルロ,東京都,豊島区,1,-,2005,2,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社デジタルジャケット,http://www.d-jacket.com,川島幸夫,埼玉県,三郷市,1,1000,2001,5,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,Web制作,,,,,,,,,,,,,,,,,,,
有限会社ピーステックソフトウェア,http://www.peacetech.jp,清水裕司,栃木県,下野市,1,300,2005,2,未上場,BtoB,ゲーム,システム開発,ゲーム開発,PC販売・修理,,,,,,,,,,,,,,,,,,
株式会社スパイスアップスタジオ,https://www.spiceapp.net,津田昌樹,北海道,札幌市中央区,1,800,2014,4,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社テレマークス,http://www.telemarks.co.jp,田中健二,東京都,世田谷区,1,200,2009,4,未上場,"BtoB,BtoC",ゲーム,システム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
有限会社佐藤デザイン事務所,http://www2.ucatv.ne.jp,佐藤哲男,栃木県,壬生町,1,1600,1990,2,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ホープムーン,http://www.hopemoon.com,望月好孝,大阪府,豊中市,1,1000,1999,9,未上場,"BtoC,BtoB",ゲーム,Webアプリ・サービス運営,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社フリーウィル,https://frwl.co,前田自由吾,千葉県,印西市,1,1000,1984,2,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,Web制作,,,,,,,,,,,,,,,,,,
睦アシスト株式会社,http://www.mutec.jp,水町賢治,福岡県,福岡市南区,1,1000,1974,6,未上場,BtoB,ゲーム,Web制作,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アシッド,http://www.acid-inc.jp,吉田博彦,東京都,千代田区,1,400,1999,5,未上場,BtoB,ゲーム,ゲーム開発,イベント,,,,,,,,,,,,,,,,,,,
株式会社フロントウイング,http://frontwing.jp,山川竜一郎,東京都,千代田区,1,-,,,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ピークス,http://www.pks-inc.co.jp,若林健,東京都,足立区,1,200,2013,1,未上場,BtoC,ゲーム,ゲーム開発,デジタル系コンテンツ,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
有限会社ネットレヴォ,http://www.netrevo.jp,小林雅巳,神奈川県,横浜市神奈川区,1,1800,2005,8,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社創流研,https://www.soryuken.com,渡辺洋介,神奈川県,横浜市鶴見区,1,-,2010,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アイテム,http://www.itemnet.biz,葛西政彦,東京都,千代田区,1,1000,1989,10,未上場,BtoB,ゲーム,インターネット広告代理店,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,
株式会社StD,http://www.stdstd.co.jp,早川弦一郎,愛知県,東海市,1,1000,2015,10,未上場,BtoB,ゲーム,システム開発,ソーシャルゲーム・SNS,組織コンサル,,,,,,,,,,,,,,,,,,
株式会社GNT,https://www.gnt.co.jp,ホー・トゥン・ラム,東京都,台東区,1,1000,2000,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社Act9,https://www.act9.co.jp,田澤勇輝,東京都,港区,1,999,2013,9,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ピースマーク,http://www.peacemark.co.jp,松原宏樹,東京都,目黒区,1,-,2007,2,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ロルシステム,http://www.lolsystem.com,片山寛之,神奈川県,横浜市旭区,1,500,2000,9,未上場,"BtoB,BtoC",ゲーム,Web制作,,,,,,,,,,,,,,,,,,,,
株式会社マスタッシュ,https://www.mustache-inc.co.jp,森尾紀明,東京都,渋谷区,1,150,2010,12,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社トライアングル・サービス,http://124.146.199.138,藤野俊昭,東京都,新宿区,1,-,2002,10,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ユーフォーピクチャーズ,http://ufop.co.jp,前沢雅彦,東京都,世田谷区,1,300,2006,8,未上場,BtoB,ゲーム,映画・アニメーション,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ジーニアス,https://gen-ius.com,金子新,東京都,千代田区,1,35000,2014,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,翻訳・通訳,,,,,,,,,,,,,,,,,,,
株式会社ヒート・ウェーブ,http://www.h-w.jp,梶原康宏,東京都,杉並区,1,-,2014,2,未上場,BtoB,ゲーム,システム開発,ゲーム開発,製造・技術人材派遣,,,,,,,,,,,,,,,,,,
株式会社ターミナルブルーレーベル,http://www.realcierto.com,新山勝己,沖縄県,那覇市,1,9000,2003,4,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,再生可能エネルギー,不動産コンサル,,,,,,,,,,,,,,,,,,
株式会社ブレード・コミュニケーションズ,http://www.blade-com.jp,保谷武,埼玉県,蕨市,1,1000,2004,9,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社クエイク,http://quake.co.jp,松原多賀子,静岡県,裾野市,1,300,1989,6,未上場,BtoB,ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
Xiimoon株式会社,https://www.kengatoki.com,馮荊荊,東京都,中央区,1,-,2018,12,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社ゲートサイド,https://www.gateside.co.jp,門脇正法,埼玉県,さいたま市大宮区,1,-,,,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
ティーディー株式会社,http://td-serv.net,嵯峨根正彦,東京都,杉並区,1,1000,2002,2,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社ブレニー工房,http://www.usi-design.co.jp,松坂有二,神奈川県,逗子市,1,-,,,未上場,BtoB,ゲーム,美術品・工芸品,ソーシャルゲーム・SNS,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社アストロール,http://www.astroll.jp,水足淳一,千葉県,館山市,1,1000,,,未上場,BtoB,ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社クラウドナイン,http://c-9.jp,山田孝之,福岡県,福岡市中央区,1,900,2011,4,未上場,BtoB,ゲーム,Webアプリ・サービス運営,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アーガス企画,http://argus-plan.jp,外村登喜男,大阪府,大阪市北区,1,1500,1987,7,未上場,BtoB,ゲーム,ゲーム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社クリスピーズ,http://www.crispy.co.jp,片岡陽平,東京都,中野区,1,630,2006,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社グローバルシステムズ,http://www.global-systems.co.jp,宇野正輝,神奈川県,横浜市西区,1,10000,1998,5,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,翻訳・通訳,,,,,,,,,,,,,,,,,,,
株式会社賈船,http://cosen-net.com,西貝翼,東京都,港区,1,-,2014,1,未上場,BtoC,ゲーム,ゲーム開発,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社EAGLE,https://eagle-developers.com,八須竜馬,東京都,中央区,1,700,2015,7,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社サウザンドゲームズ,https://www.thousandgames.net,桑原敏道,東京都,渋谷区,1,600,2015,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ジルネスタ,http://www.jilnesta.co.jp,松園聡,東京都,新宿区,1,-,2011,4,未上場,BtoB,ゲーム,ゲーム開発,Web制作,,,,,,,,,,,,,,,,,,,
株式会社ミノリ,http://www.minori.ph,相良聡人,東京都,新宿区,1,-,,,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社エレメントファクトリー,https://www.element-factory.co.jp,齋藤秀行,東京都,豊島区,1,-,2018,1,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社WHRP,http://www.whrp.co.jp,伊﨑慶,東京都,豊島区,1,2000,2009,1,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社ウィンドリーム,http://www.windream.co.jp,水野一実,神奈川県,川崎市高津区,1,300,1999,3,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社ギアチェンジ,http://gearchange.jp,加藤洋,東京都,府中市,1,900,2006,3,未上場,BtoB,ゲーム,デザイン,ソーシャルゲーム・SNS,販促コンサル,,,,,,,,,,,,,,,,,,
有限会社大宮ソフト,https://www.omiyasoft.com,鈴木英夫,埼玉県,さいたま市大宮区,1,-,,,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社フォルマ,http://www.forma-inc.co.jp,栗林孝之,神奈川県,横浜市青葉区,1,1000,1984,10,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社コードアスリート,http://www.codeathlete.co.jp,返町孝,東京都,練馬区,1,300,2008,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
オン・グラフィクス有限会社,http://www.ongraphics.co.jp,-,東京都,文京区,1,-,,,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アソビジ,http://www.asobusiness.com,中川綾,東京都,世田谷区,1,200,2009,1,未上場,BtoB,ゲーム,企業研修,,,,,,,,,,,,,,,,,,,,
株式会社エムゲームジャパン,http://corp.mgame.jp,崔炳台,東京都,江戸川区,1,10000,2005,9,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社近藤印刷,http://www.valley.ne.jp,近藤洋一,長野県,千曲市,1,-,,,未上場,BtoB,ゲーム,紙媒体印刷,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ウォーターフェニックス,http://www.water-phoenix.com,伊藤圭一,山形県,山形市,1,100,2014,12,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,雑貨製造,,,,,,,,,,,,,,,,,,
株式会社山根,http://yamane.o.oo7.jp,林圭祐,大阪府,豊中市,1,1000,1979,3,未上場,"BtoB,BtoC",ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,eコマース,,,,,,,,,,,,,,,,,,
ルネサンス株式会社,http://www.re-naissance.co.jp,-,東京都,千代田区,1,-,,,未上場,BtoB,ゲーム,,,,,,,,,,,,,,,,,,,,,
有限会社九州デザイン,https://kdr.co.jp,遠藤隆二,福岡県,福岡市早良区,1,330,1970,1,未上場,BtoB,ゲーム,Web制作,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社青写真,http://aoshashin.jp,金子雄司,埼玉県,川口市,1,-,2017,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社ルウエンハンス,https://lu-enhance.com,住田良輔,東京都,港区,1,-,2021,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ジークラフト,http://gcraft-nx.com,土田俊郎,東京都,杉並区,1,700,2013,12,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社パルテア,http://www.parthea.com,秋田祐一,神奈川県,横浜市中区,1,1000,1994,1,未上場,BtoB,ゲーム,,,,,,,,,,,,,,,,,,,,,
有限会社文平銀座,http://www.bunpei.com,寄藤文平,東京都,渋谷区,1,-,,,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社クロコソフト,http://kurokosoft.jp,古谷和也,東京都,渋谷区,1,500,2006,10,未上場,BtoB,ゲーム,Web制作,,,,,,,,,,,,,,,,,,,,
株式会社チキンヘッド,http://www.chickenhead.co.jp,南人彰,東京都,品川区,1,1000,1990,2,未上場,"BtoC,BtoB",ゲーム,Webアプリ・サービス運営,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社マジックゲート,http://www.magicgate.co.jp,-,東京都,千代田区,1,500,2007,1,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ゴーストノート,http://ghost-note.com,ハヤカワケンゾー,東京都,渋谷区,1,1000,2004,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社コールド・フュージョン,https://coldfusion.co.jp,テッダーマイケル,北海道,札幌市中央区,1,1,2012,12,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ディヴァージュ,http://www.diverge.co.jp,高橋直土,宮城県,仙台市泉区,1,-,2012,11,未上場,"BtoC,BtoB",ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,タレント・キャラグッズ,,,,,,,,,,,,,,,,,,
株式会社ペルペトゥーム,http://www.perpetuum.co.jp,吉岡史樹,京都府,京都市下京区,1,1160,2000,10,未上場,BtoB,ゲーム,ゲーム開発,Webアプリ・サービス運営,Web制作,,,,,,,,,,,,,,,,,,
有限会社ドット・カム,http://www.dot-cam.co.jp,羽室智己,奈良県,生駒市,1,-,2004,3,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社FMT,http://fmt-inc.com,麻生貴裕,福岡県,福岡市中央区,1,-,2015,12,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,デザイン,,,,,,,,,,,,,,,,,,,
株式会社エスティーエーアスト,https://sta-g.jp,高木俊彰,東京都,千代田区,0,-,2017,9,未上場,BtoB,ゲーム,ゲーム開発,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,
株式会社アクロポリス,http://a-cropolis.com,長澤達也,埼玉県,さいたま市緑区,0,-,2011,6,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,ジュエリーショップ,eコマース,,,,,,,,,,,,,,,,,,
株式会社アイカラー,https://icolor.jp,酒栄真樹,愛媛県,松山市,1,1000,2005,7,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社シグレスト,https://www.sigrest.co.jp,梅原靖士,東京都,文京区,0,1000,2005,12,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,Web制作,,,,,,,,,,,,,,,,,,,
株式会社フランフル,https://www.flanful.com,荒井良隆,東京都,三鷹市,0,-,2009,7,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社想通,http://so2.co.jp,村瀬廣晃,東京都,中央区,0,1000,2009,10,未上場,BtoB,ゲーム,システム開発,ゲーム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社ビックス,https://bicsgroup.co.jp,平野弘之,東京都,立川市,0,1000,1993,1,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
日本デジタル出版株式会社,http://www.jdpu.jp,澤芳弘,東京都,千代田区,0,900,,,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アルファ・ユニット,http://www.alpha-unit.ne.jp,永井満夫,東京都,豊島区,0,1000,1995,9,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社シルバーブレット,http://silverb.co.jp,小浦新市,東京都,新宿区,0,650,2013,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ACCESSPORT株式会社,http://www.accessport.jp,沈海寅,東京都,港区,0,50000,2006,7,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,
株式会社アイザック・バース,http://izakbirth.com,-,東京都,渋谷区,0,-,2013,10,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ダズル,https://dzl.co.jp,山田泰央,東京都,渋谷区,0,40000,2011,2,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
エーテック株式会社,http://www.atech.ne.jp,-,東京都,港区,0,-,,,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社オーラシア,http://www.ohrussia.co.jp,小川正,東京都,墨田区,0,1000,2001,11,未上場,BtoB,ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
Betop Japan株式会社,http://betopjapan.co.jp,肖迪,東京都,町田市,0,1350,2011,10,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,アミューズメント機器,,,,,,,,,,,,,,,,,,
株式会社チアソル,http://cheersol.co.jp,前田尋之,東京都,新宿区,0,-,2008,5,未上場,"BtoC,BtoB",ゲーム,書籍出版,ゲーム開発,スポーツ用品販売,,,,,,,,,,,,,,,,,,
株式会社ヴィテイ,http://www.vitei.com,ジャイルズ・ゴダード,京都府,京都市中京区,0,300,2002,6,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社エアロシム,http://www.aerosim.co.jp,西岡隆一,大阪府,枚方市,0,1300,,,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社スターフィッシュ・エスディ,http://www.s-f.co.jp,高橋輝隆,東京都,杉並区,0,3300,2004,3,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社アニメインターナショナルカンパニー,http://www.anime-int.com,三浦亨,東京都,練馬区,0,-,1982,7,未上場,BtoB,ゲーム,映画・アニメーション,ゲーム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社ハックベリー,http://hackberry-web.net,-,香川県,高松市,0,-,2013,7,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社Immense Graffiti,http://immegra.com,松村彰,東京都,文京区,0,500,2009,7,未上場,BtoB,ゲーム,CM制作・映像制作,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社カナヤマソフト,https://granzellagamefactory.co.jp,-,石川県,白山市,0,1000,2014,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社Foro Grafico,http://www.forografico.jp,猪原健夫,東京都,渋谷区,0,2500,1997,7,未上場,BtoB,ゲーム,ゲーム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
DW1号株式会社,https://alysse.co.jp,堀越歩,東京都,目黒区,0,800,2010,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社レンズ,http://rens.co.jp,岩本拓磨,大阪府,大阪市北区,0,530,2007,8,未上場,BtoB,ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
システムソフト・アルファー株式会社,http://www.ss-alpha.co.jp,高橋征克,東京都,渋谷区,0,7500,1999,4,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社シェード,http://www.shade.co.jp,横田幸次,東京都,狛江市,0,2000,1995,2,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社エコールソフトウエア,https://e56.info,真鍋賢行,兵庫県,西宮市,0,3000,1989,3,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,イベント,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
株式会社コンパイルハート,http://www.compileheart.com,深谷精一,東京都,豊島区,0,-,2006,6,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社Neo Games Entertainment,https://neogames.jpn.com,佐々木千緒,東京都,港区,0,-,2021,1,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
ウサギリス株式会社,http://usagirisu.com,浦井あんな,東京都,新宿区,0,-,2007,12,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社スタジオリール,http://www.studio-reel.com,片岡正博,岐阜県,岐阜市,0,-,2012,11,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
Fnet株式会社,http://fnet.bz,-,奈良県,奈良市,0,800,2009,4,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
ゼニマックス・アジア株式会社,http://www.tangogameworks.com,ジェムスエルレダ,東京都,港区,0,3000,2008,1,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ギブソフト有限会社,http://www.givesoft.co.jp,下道幸子,青森県,八戸市,0,-,,,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ATP,http://actionpoint.jp,比嘉昌大郎,沖縄県,沖縄市,0,-,2009,4,未上場,BtoB,ゲーム,ゲーム開発,システム開発,Web制作,,,,,,,,,,,,,,,,,,
